,person_id,age,sex,household_id,workplace_id,district_id,economic_status,school_goers
29072,29072,35,Female,7680000.0,1_service_retail_25,1,service_retail,0
529247,529247,25,Male,129765000.0,none,36,unemployed_not_ag,0
63859,63859,18,Male,16064000.0,5_subsistence_ag_301,5,subsistence_ag,0
598364,598364,55,Male,148112000.0,2_healthcare_social_work_15,2,healthcare_social_work,0
197391,197391,70,Male,49412000.0,19_student_7,19,student,0
481842,481842,13,Female,118494000.0,34_student_54,34,student,1
628626,628626,30,Male,155801000.0,none,2,unemployed_not_ag,0
273086,273086,51,Female,67980000.0,30_informal_petty_trade_5,30,informal_petty_trade,0
526612,526612,18,Female,129046000.0,36_student_64,36,student,1
649623,649623,24,Female,160658000.0,21_subsistence_ag_501,21,subsistence_ag,0
621113,621113,19,Male,153909000.0,none,2,unemployed_not_ag,0
114930,114930,28,Female,28887000.0,6_service_retail_4,6,service_retail,0
369460,369460,35,Female,91322000.0,49_subsistence_ag_190,49,subsistence_ag,0
310319,310319,33,Female,77216000.0,26_student_82,26,student,0
350448,350448,3,Male,86806000.0,none,46,inactive,0
628181,628181,46,Female,155689000.0,2_informal_petty_trade_453,2,informal_petty_trade,0
23991,23991,49,Male,6446000.0,1_informal_petty_trade_24,1,informal_petty_trade,0
408197,408197,2,Male,100467000.0,none,55,inactive,0
191351,191351,1,Female,47807000.0,none,25,inactive,0
231434,231434,43,Male,57988000.0,24_subsistence_ag_345,24,subsistence_ag,0
532905,532905,21,Female,130753000.0,none,2,unemployed_not_ag,0
641104,641104,10,Male,159154000.0,24_student_32,24,student,1
247051,247051,6,Female,61914000.0,none,27,inactive,0
553213,553213,56,Male,136377000.0,none,2,unemployed_not_ag,0
165631,165631,69,Female,41232000.0,16_student_20,16,student,0
143814,143814,19,Male,35999000.0,13_student_26,13,student,1
298031,298031,0,Male,73993000.0,none,30,inactive,0
469325,469325,11,Male,115393000.0,33_student_19,33,student,1
445,445,2,Male,154000.0,none,1,inactive,0
411433,411433,15,Female,101179000.0,55_student_73,55,student,1
90829,90829,9,Male,22567000.0,none,8,inactive,0
62536,62536,7,Female,15771000.0,none,5,inactive,0
338710,338710,19,Female,83839000.0,none,44,unemployed_not_ag,0
122381,122381,15,Female,30755000.0,none,10,unemployed_not_ag,0
456116,456116,5,Male,112135000.0,none,60,inactive,0
149370,149370,32,Female,37352000.0,14_office_worker_1,14,office_worker,0
495296,495296,29,Male,121703000.0,35_subsistence_ag_332,35,subsistence_ag,0
386874,386874,25,Male,95748000.0,54_subsistence_ag_786,54,subsistence_ag,0
153867,153867,79,Female,38388000.0,14_student_35,14,student,0
482025,482025,60,Female,118537000.0,34_subsistence_ag_189,34,subsistence_ag,0
642851,642851,3,Female,159542000.0,none,54,inactive,0
396436,396436,13,Male,97856000.0,54_student_32,54,student,1
550670,550670,20,Female,135735000.0,2_student_372,2,student,0
414900,414900,60,Male,102044000.0,56_subsistence_ag_24,56,subsistence_ag,0
507841,507841,12,Female,124747000.0,36_student_70,36,student,1
163763,163763,16,Male,40764000.0,16_subsistence_ag_220,16,subsistence_ag,0
267259,267259,60,Female,66653000.0,29_student_27,29,student,0
197246,197246,12,Male,49373000.0,19_student_40,19,student,1
225167,225167,12,Male,56437000.0,23_student_24,23,student,1
577122,577122,43,Male,142650000.0,2_service_retail_144,2,service_retail,0
303441,303441,16,Female,75412000.0,28_subsistence_ag_245,28,subsistence_ag,0
238091,238091,39,Male,59724000.0,26_subsistence_ag_168,26,subsistence_ag,0
219041,219041,6,Female,54901000.0,none,22,inactive,0
52518,52518,25,Female,13424000.0,5_informal_petty_trade_4,5,informal_petty_trade,0
634632,634632,33,Male,157524000.0,none,2,unemployed_not_ag,0
267906,267906,26,Female,66808000.0,29_student_10,29,student,0
154957,154957,16,Male,38642000.0,14_subsistence_ag_655,14,subsistence_ag,0
498512,498512,3,Female,122523000.0,none,35,inactive,0
344884,344884,43,Male,85385000.0,41_service_retail_8,41,service_retail,0
342959,342959,19,Male,84877000.0,45_ag_estates_5,45,ag_estates,0
192205,192205,62,Male,48019000.0,25_subsistence_ag_225,25,subsistence_ag,0
108077,108077,4,Male,27106000.0,none,7,inactive,0
332357,332357,8,Female,82422000.0,none,43,inactive,0
151423,151423,21,Female,37812000.0,14_subsistence_ag_89,14,subsistence_ag,0
291881,291881,7,Female,72505000.0,none,28,inactive,0
27365,27365,26,Male,7279000.0,none,1,unemployed_not_ag,0
17029,17029,7,Female,4620000.0,none,1,inactive,0
470978,470978,23,Male,115749000.0,none,33,unemployed_not_ag,0
256492,256492,24,Male,64106000.0,27_subsistence_ag_822,27,subsistence_ag,0
5195,5195,14,Female,1465000.0,1_student_158,1,student,1
319983,319983,2,Female,79575000.0,none,40,inactive,0
561242,561242,9,Female,138558000.0,none,2,inactive,0
629625,629625,3,Female,156087000.0,none,2,inactive,0
592067,592067,21,Male,146464000.0,none,2,unemployed_not_ag,0
516419,516419,26,Female,126651000.0,37_subsistence_ag_76,37,subsistence_ag,0
508299,508299,38,Male,124874000.0,36_student_39,36,student,0
176850,176850,11,Female,44034000.0,17_student_18,17,student,1
181987,181987,20,Male,45344000.0,18_student_12,18,student,1
364882,364882,39,Female,90242000.0,48_informal_petty_trade_5,48,informal_petty_trade,0
1129,1129,4,Female,353000.0,none,1,inactive,0
209044,209044,5,Male,52352000.0,none,21,inactive,0
572689,572689,42,Male,141482000.0,2_other_67,2,other,0
207361,207361,4,Male,51932000.0,none,21,inactive,0
602840,602840,45,Male,149264000.0,none,2,unemployed_not_ag,0
291632,291632,3,Female,72449000.0,none,28,inactive,0
463964,463964,4,Female,114133000.0,none,32,inactive,0
562815,562815,29,Male,138972000.0,2_other_74,2,other,0
366823,366823,2,Female,90714000.0,none,49,inactive,0
158862,158862,4,Male,39585000.0,none,15,inactive,0
336447,336447,22,Female,83326000.0,44_other_2,44,other,0
165093,165093,28,Male,41089000.0,16_education_1,16,education,0
449963,449963,57,Male,110523000.0,57_manu_mining_trades_36,57,manu_mining_trades,0
529069,529069,41,Male,129713000.0,36_service_retail_1,36,service_retail,0
492263,492263,37,Male,120947000.0,35_subsistence_ag_642,35,subsistence_ag,0
318307,318307,17,Male,79185000.0,39_subsistence_ag_21,39,subsistence_ag,0
484162,484162,13,Female,119020000.0,34_student_51,34,student,1
361006,361006,32,Male,89278000.0,48_other_3,48,other,0
181010,181010,1,Male,45105000.0,none,18,inactive,0
125302,125302,25,Male,31470000.0,11_ag_estates_22,11,ag_estates,0
65887,65887,21,Female,16529000.0,6_subsistence_ag_813,6,subsistence_ag,0
252355,252355,6,Female,63153000.0,none,27,inactive,0
15639,15639,28,Female,4261000.0,1_student_63,1,student,0
108213,108213,14,Male,27143000.0,7_student_68,7,student,1
174971,174971,36,Male,43541000.0,17_office_worker_1,17,office_worker,0
360455,360455,50,Female,89144000.0,48_other_1,48,other,0
239325,239325,25,Female,60020000.0,26_subsistence_ag_17,26,subsistence_ag,0
162323,162323,7,Male,40447000.0,none,16,inactive,0
493181,493181,33,Female,121171000.0,35_subsistence_ag_531,35,subsistence_ag,0
7212,7212,61,Male,2030000.0,1_student_137,1,student,0
497608,497608,22,Male,122296000.0,35_student_4,35,student,1
255157,255157,35,Female,63801000.0,27_student_74,27,student,0
129842,129842,67,Female,32511000.0,12_student_17,12,student,0
426726,426726,12,Female,104811000.0,58_student_8,58,student,1
408030,408030,2,Male,100431000.0,none,55,inactive,0
523911,523911,7,Male,128406000.0,none,38,inactive,0
540796,540796,19,Male,132876000.0,none,2,unemployed_not_ag,0
488367,488367,9,Female,119978000.0,none,34,inactive,0
359156,359156,1,Female,88844000.0,none,50,inactive,0
173426,173426,2,Female,43138000.0,none,17,inactive,0
429364,429364,19,Female,105414000.0,58_subsistence_ag_397,58,subsistence_ag,0
48778,48778,10,Female,12501000.0,4_student_7,4,student,1
36707,36707,8,Male,9599000.0,none,3,inactive,0
238367,238367,14,Female,59791000.0,26_student_14,26,student,1
253043,253043,9,Female,63320000.0,none,27,inactive,0
564348,564348,23,Female,139359000.0,2_student_36,2,student,0
266766,266766,40,Male,66535000.0,29_ag_estates_3,29,ag_estates,0
367843,367843,33,Female,90961000.0,49_education_1,49,education,0
602086,602086,21,Male,149066000.0,none,2,unemployed_not_ag,0
463138,463138,81,Male,113939000.0,32_subsistence_ag_327,32,subsistence_ag,0
421510,421510,21,Female,103613000.0,57_student_50,57,student,0
204275,204275,81,Male,51157000.0,20_other_1,20,other,0
567038,567038,37,Male,140039000.0,2_office_worker_108,2,office_worker,0
370532,370532,0,Male,91595000.0,none,51,inactive,0
604329,604329,3,Male,149647000.0,none,2,inactive,0
337895,337895,1,Female,83659000.0,none,44,inactive,0
571756,571756,7,Female,141230000.0,none,2,inactive,0
549876,549876,74,Female,135543000.0,2_student_714,2,student,0
396717,396717,26,Female,97926000.0,54_student_31,54,student,0
485666,485666,8,Male,119350000.0,none,34,inactive,0
503824,503824,53,Female,123824000.0,36_student_99,36,student,0
461584,461584,34,Female,113573000.0,32_subsistence_ag_420,32,subsistence_ag,0
44716,44716,40,Female,11472000.0,4_subsistence_ag_61,4,subsistence_ag,0
121208,121208,8,Male,30475000.0,none,10,inactive,0
456542,456542,32,Female,112250000.0,60_service_retail_1,60,service_retail,0
104593,104593,38,Female,26196000.0,7_other_2,7,other,0
209343,209343,6,Female,52426000.0,none,21,inactive,0
499859,499859,32,Male,122880000.0,36_service_retail_1,36,service_retail,0
270798,270798,27,Female,67473000.0,30_subsistence_ag_289,30,subsistence_ag,0
136277,136277,5,Female,34070000.0,none,13,inactive,0
19351,19351,24,Female,5235000.0,none,1,unemployed_not_ag,0
306731,306731,24,Male,76278000.0,none,29,unemployed_not_ag,0
305906,305906,8,Male,76054000.0,none,26,inactive,0
436657,436657,74,Male,107095000.0,59_subsistence_ag_107,59,subsistence_ag,0
338208,338208,65,Female,83724000.0,44_informal_petty_trade_7,44,informal_petty_trade,0
36326,36326,11,Male,9512000.0,3_student_27,3,student,1
630734,630734,9,Male,156416000.0,none,2,inactive,0
233687,233687,35,Male,58572000.0,19_informal_petty_trade_13,19,informal_petty_trade,0
87379,87379,1,Female,21706000.0,none,7,inactive,0
47329,47329,28,Male,12136000.0,4_ag_estates_11,4,ag_estates,0
43402,43402,33,Female,11142000.0,3_student_72,3,student,0
340079,340079,20,Female,84142000.0,44_student_6,44,student,0
554743,554743,45,Male,136765000.0,2_police_army_15,2,police_army,0
622857,622857,37,Female,154343000.0,2_student_207,2,student,0
436172,436172,12,Male,106979000.0,59_student_8,59,student,1
340268,340268,3,Female,84186000.0,none,44,inactive,0
176254,176254,4,Male,43881000.0,none,17,inactive,0
648260,648260,8,Female,160629000.0,none,7,inactive,0
268992,268992,25,Male,67063000.0,none,30,unemployed_not_ag,0
215961,215961,4,Male,54097000.0,none,22,inactive,0
224514,224514,23,Male,56256000.0,none,23,unemployed_not_ag,0
169148,169148,13,Female,42050000.0,12_student_26,12,student,1
40922,40922,11,Female,10567000.0,3_student_60,3,student,1
96245,96245,43,Female,23994000.0,8_subsistence_ag_258,8,subsistence_ag,0
63270,63270,2,Female,15946000.0,none,5,inactive,0
368512,368512,20,Female,91117000.0,49_subsistence_ag_14,49,subsistence_ag,0
505097,505097,3,Male,124111000.0,none,36,inactive,0
460561,460561,10,Male,113316000.0,32_student_14,32,student,1
116276,116276,13,Female,29260000.0,5_student_39,5,student,1
508387,508387,1,Male,124895000.0,none,36,inactive,0
69553,69553,52,Female,17424000.0,6_subsistence_ag_393,6,subsistence_ag,0
318037,318037,23,Female,79122000.0,39_student_24,39,student,0
161705,161705,4,Female,40295000.0,none,16,inactive,0
406323,406323,32,Male,100058000.0,55_subsistence_ag_1125,55,subsistence_ag,0
471407,471407,6,Male,115858000.0,none,33,inactive,0
585116,585116,24,Female,144698000.0,2_informal_petty_trade_193,2,informal_petty_trade,0
364399,364399,20,Male,90106000.0,none,48,unemployed_not_ag,0
577090,577090,30,Female,142641000.0,2_student_613,2,student,0
449504,449504,2,Male,110407000.0,none,57,inactive,0
380657,380657,3,Male,94160000.0,none,46,inactive,0
575033,575033,26,Male,142104000.0,2_informal_petty_trade_460,2,informal_petty_trade,0
3319,3319,52,Male,938000.0,1_student_182,1,student,0
297158,297158,12,Male,73770000.0,30_student_9,30,student,1
281041,281041,8,Female,69857000.0,none,31,inactive,0
119010,119010,8,Female,29929000.0,none,10,inactive,0
295402,295402,18,Female,73329000.0,30_student_3,30,student,1
413470,413470,13,Female,101680000.0,56_student_81,56,student,1
302991,302991,14,Female,75292000.0,28_student_39,28,student,1
196158,196158,45,Female,49096000.0,19_manu_mining_trades_17,19,manu_mining_trades,0
68974,68974,13,Female,17271000.0,6_student_25,6,student,1
275466,275466,94,Female,68539000.0,30_student_21,30,student,0
555249,555249,36,Female,136902000.0,2_informal_petty_trade_86,2,informal_petty_trade,0
134158,134158,16,Male,33554000.0,12_student_1,12,student,1
208812,208812,14,Female,52287000.0,21_student_9,21,student,1
245412,245412,32,Female,61527000.0,26_ag_estates_6,26,ag_estates,0
537751,537751,61,Male,132057000.0,2_office_worker_152,2,office_worker,0
480186,480186,14,Female,118110000.0,33_student_15,33,student,1
447353,447353,8,Male,109827000.0,none,56,inactive,0
593542,593542,60,Male,146867000.0,2_office_worker_121,2,office_worker,0
470835,470835,15,Male,115716000.0,none,33,unemployed_not_ag,0
580345,580345,30,Male,143483000.0,2_manu_mining_trades_275,2,manu_mining_trades,0
251853,251853,4,Female,63037000.0,none,27,inactive,0
518785,518785,74,Female,127211000.0,38_subsistence_ag_14,38,subsistence_ag,0
436610,436610,27,Male,107083000.0,59_manu_mining_trades_14,59,manu_mining_trades,0
591517,591517,0,Male,146312000.0,none,2,inactive,0
541473,541473,14,Female,133063000.0,2_student_621,2,student,1
337098,337098,4,Male,83476000.0,none,44,inactive,0
292612,292612,54,Female,72661000.0,28_student_98,28,student,0
590883,590883,15,Male,146148000.0,2_student_259,2,student,1
577552,577552,1,Male,142757000.0,none,2,inactive,0
83821,83821,8,Male,20864000.0,none,7,inactive,0
69606,69606,10,Female,17435000.0,6_student_60,6,student,1
522559,522559,7,Female,128115000.0,none,38,inactive,0
57165,57165,32,Female,14561000.0,5_subsistence_ag_125,5,subsistence_ag,0
199850,199850,9,Male,50056000.0,none,20,inactive,0
232455,232455,12,Female,58236000.0,19_student_70,19,student,1
399866,399866,17,Male,98630000.0,55_student_60,55,student,1
12353,12353,47,Male,3380000.0,1_informal_petty_trade_17,1,informal_petty_trade,0
82185,82185,75,Female,20479000.0,7_student_17,7,student,0
591529,591529,57,Male,146315000.0,2_manu_mining_trades_129,2,manu_mining_trades,0
161590,161590,5,Female,40265000.0,none,16,inactive,0
335716,335716,14,Female,83163000.0,44_student_6,44,student,1
559762,559762,55,Male,138103000.0,2_religious_3,2,religious,0
67389,67389,18,Female,16898000.0,6_student_74,6,student,1
212628,212628,14,Male,53231000.0,21_student_8,21,student,1
75876,75876,24,Male,19000000.0,6_subsistence_ag_16,6,subsistence_ag,0
544480,544480,19,Female,134049000.0,2_student_676,2,student,0
39580,39580,6,Male,10278000.0,none,3,inactive,0
564850,564850,19,Male,139479000.0,2_student_207,2,student,1
454556,454556,37,Female,111718000.0,57_subsistence_ag_268,57,subsistence_ag,0
77097,77097,10,Female,19295000.0,6_student_33,6,student,1
500604,500604,6,Female,123063000.0,none,36,inactive,0
364294,364294,35,Male,90080000.0,48_service_retail_6,48,service_retail,0
83884,83884,4,Male,20878000.0,none,7,inactive,0
511994,511994,12,Female,125703000.0,37_student_25,37,student,1
252540,252540,43,Male,63199000.0,27_subsistence_ag_678,27,subsistence_ag,0
385975,385975,42,Female,95565000.0,54_subsistence_ag_807,54,subsistence_ag,0
464676,464676,4,Female,114304000.0,none,32,inactive,0
517970,517970,8,Female,127008000.0,none,38,inactive,0
334656,334656,72,Male,82933000.0,43_subsistence_ag_59,43,subsistence_ag,0
256996,256996,37,Female,64228000.0,27_student_69,27,student,0
142940,142940,29,Male,35783000.0,13_ag_estates_42,13,ag_estates,0
37004,37004,12,Female,9671000.0,3_student_34,3,student,1
81780,81780,67,Female,20390000.0,7_subsistence_ag_144,7,subsistence_ag,0
613232,613232,11,Male,151918000.0,2_student_247,2,student,1
67915,67915,21,Male,17019000.0,6_subsistence_ag_430,6,subsistence_ag,0
464009,464009,60,Male,114144000.0,32_subsistence_ag_256,32,subsistence_ag,0
381893,381893,14,Female,94529000.0,53_student_15,53,student,1
522648,522648,1,Male,128133000.0,none,38,inactive,0
548801,548801,7,Male,135268000.0,none,2,inactive,0
188392,188392,1,Male,47040000.0,none,18,inactive,0
300818,300818,26,Male,74716000.0,28_office_worker_4,28,office_worker,0
599694,599694,2,Female,148446000.0,none,2,inactive,0
128920,128920,1,Male,32295000.0,none,12,inactive,0
309547,309547,22,Female,77013000.0,none,26,unemployed_not_ag,0
320938,320938,19,Female,79824000.0,40_subsistence_ag_133,40,subsistence_ag,0
269221,269221,46,Male,67110000.0,30_subsistence_ag_274,30,subsistence_ag,0
573839,573839,5,Female,141791000.0,none,2,inactive,0
180512,180512,5,Female,44987000.0,none,18,inactive,0
557850,557850,25,Female,137571000.0,2_healthcare_social_work_131,2,healthcare_social_work,0
368296,368296,74,Female,91066000.0,49_subsistence_ag_71,49,subsistence_ag,0
504354,504354,26,Female,123942000.0,36_informal_petty_trade_1,36,informal_petty_trade,0
78150,78150,26,Male,19548000.0,7_subsistence_ag_156,7,subsistence_ag,0
605195,605195,13,Female,149867000.0,2_student_311,2,student,1
645721,645721,0,Male,160222000.0,none,37,inactive,0
156923,156923,56,Male,39113000.0,15_subsistence_ag_66,15,subsistence_ag,0
248085,248085,14,Male,62150000.0,27_student_93,27,student,1
214199,214199,32,Female,53627000.0,21_subsistence_ag_105,21,subsistence_ag,0
179181,179181,28,Male,44670000.0,18_subsistence_ag_166,18,subsistence_ag,0
523792,523792,14,Female,128381000.0,38_student_19,38,student,1
